"Municipality","Cases","Population","Year"
"Upplands Väsby",1,39289,2010
"Uppsala",7,197787,2010
"Uppvidinge",0,9244,2010
"Vadstena",0,7391,2010
"Vaggeryd",1,12991,2010
"Valdemarsvik",0,7760,2010
"Vallentuna",0,30114,2010
"Vansbro",1,6805,2010
"Vara",1,15762,2010
"Varberg",1,58084,2010
"Vaxholm",0,10965,2010
"Vellinge",0,33303,2010
"Vetlanda",0,26304,2010
"Vilhelmina",0,7135,2010
"Vimmerby",0,15473,2010
"Vindeln",0,5507,2010
"Vingåker",0,8893,2010
"Vårgårda",0,10943,2010
"Vänersborg",0,36857,2010
"Vännäs",0,8414,2010
"Värmdö",0,38301,2010
"Värnamo",0,32833,2010
"Västervik",1,36206,2010
"Västerås",5,137207,2010
"Växjö",4,83005,2010
"Ydre",0,3672,2010
"Ystad",0,28338,2010
"Åmål",0,12295,2010
"Ånge",0,10053,2010
"Åre",0,10274,2010
"Årjäng",0,9855,2010
"Åsele",0,3039,2010
"Åstorp",0,14737,2010
"Åtvidaberg",0,11504,2010
"Älmhult",0,15603,2010
"Älvdalen",0,7207,2010
"Älvkarleby",0,9103,2010
"Älvsbyn",0,8335,2010
"Ängelholm",2,39394,2010
"Öckerö",0,12449,2010
"Ödeshög",0,5284,2010
"Örebro",5,135460,2010
"Örkelljunga",0,9631,2010
"Örnsköldsvik",0,55073,2010
"Östersund",1,59416,2010
"Österåker",0,39521,2010
"Östhammar",1,21373,2010
"Östra Göinge",0,13590,2010
"Överkalix",0,3611,2010
"Övertorneå",0,4812,2010
"Ale",1,27577,2011
"Alingsås",0,38053,2011
"Alvesta",0,18917,2011
"Aneby",0,6415,2011
"Arboga",0,13302,2011
"Arjeplog",0,3114,2011
"Arvidsjaur",0,6494,2011
"Arvika",1,25907,2011
"Askersund",0,11134,2011
"Avesta",0,21486,2011
"Bengtsfors",0,9680,2011
"Berg",0,7345,2011
"Bjurholm",0,2431,2011
"Bjuv",0,14851,2011
"Boden",2,27643,2011
"Bollebygd",0,8356,2011
"Bollnäs",0,26193,2011
"Borgholm",0,10622,2011
"Borlänge",0,49323,2011
"Borås",2,104106,2011
"Botkyrka",1,84677,2011
"Boxholm",0,5205,2011
"Bromölla",0,12366,2011
"Bräcke",0,6750,2011
"Burlöv",1,16843,2011
"Båstad",0,14230,2011
"Dals-Ed",0,4679,2011
"Danderyd",0,31799,2011
"Degerfors",0,9551,2011
"Dorotea",0,2862,2011
"Eda",0,8460,2011
"Ekerö",0,25767,2011
"Eksjö",0,16304,2011
"Emmaboda",0,9039,2011
"Enköping",2,40015,2011
"Eskilstuna",5,97596,2011
"Eslöv",0,31728,2011
"Essunga",0,5493,2011
"Fagersta",0,12553,2011
"Falkenberg",2,41304,2011
"Falköping",1,31689,2011
"Falun",0,56124,2011
"Filipstad",1,10514,2011
"Finspång",1,20763,2011
"Flen",0,16063,2011
"Forshaga",0,11229,2011
"Färgelanda",0,6606,2011
"Gagnef",0,10069,2011
"Gislaved",0,28868,2011
"Gnesta",0,10345,2011
"Gnosjö",0,9400,2011
"Gotland",0,57308,2011
"Grums",0,9017,2011
"Grästorp",0,5674,2011
"Gullspång",0,5251,2011
"Gällivare",1,18326,2011
"Gävle",0,95428,2011
"Göteborg",23,520374,2011
"Götene",0,13134,2011
"Habo",0,10828,2011
"Hagfors",0,12282,2011
"Hallsberg",1,15248,2011
"Hallstahammar",0,15224,2011
"Halmstad",3,92294,2011
"Hammarö",0,14943,2011
"Haninge",1,78326,2011
"Haparanda",0,10041,2011
"Heby",0,13381,2011
"Hedemora",0,15119,2011
"Helsingborg",12,130626,2011
"Herrljunga",0,9284,2011
"Hjo",0,8790,2011
"Hofors",0,9578,2011
"Huddinge",0,99049,2011
"Hudiksvall",0,36784,2011
"Hultsfred",0,13515,2011
"Hylte",0,10126,2011
"Håbo",0,19715,2011
"Hällefors",0,7140,2011
"Härjedalen",0,10341,2011
"Härnösand",1,24541,2011
"Härryda",0,34854,2011
"Hässleholm",1,50164,2011
"Höganäs",0,24698,2011
"Högsby",0,5768,2011
"Hörby",0,14901,2011
"Höör",0,15492,2011
"Jokkmokk",0,5119,2011
"Järfälla",2,67320,2011
"Jönköping",2,128305,2011
"Kalix",1,16591,2011
"Kalmar",0,63055,2011
"Karlsborg",0,6722,2011
"Karlshamn",0,31185,2011
"Karlskoga",0,29616,2011
"Karlskrona",0,64215,2011
"Karlstad",3,86409,2011
"Katrineholm",1,32409,2011
"Kil",0,11682,2011
"Kinda",0,9799,2011
"Kiruna",0,22967,2011
"Klippan",0,16601,2011
"Knivsta",0,14965,2011
"Kramfors",0,18742,2011
"Kristianstad",0,79930,2011
"Kristinehamn",1,23698,2011
"Krokom",0,14559,2011
"Kumla",0,20510,2011
"Kungsbacka",1,75954,2011
"Kungsör",0,8086,2011
"Kungälv",0,41538,2011
"Kävlinge",0,29261,2011
"Köping",1,24807,2011
"Laholm",1,23470,2011
"Landskrona",3,42189,2011
"Laxå",0,5622,2011
"Lekeberg",0,7223,2011
"Leksand",0,15238,2011
"Lerum",2,38788,2011
"Lessebo",0,8077,2011
"Lidingö",0,44081,2011
"Lidköping",1,38183,2011
"Lilla Edet",1,12540,2011
"Lindesberg",0,23108,2011
"Linköping",2,147334,2011
"Ljungby",0,27357,2011
"Ljusdal",0,18974,2011
"Ljusnarsberg",0,4870,2011
"Lomma",0,22017,2011
"Ludvika",0,25586,2011
"Luleå",6,74426,2011
"Lund",1,111666,2011
"Lycksele",0,12343,2011
"Lysekil",0,14398,2011
"Malmö",15,302835,2011
"Malung-Sälen",0,10262,2011
"Malå",0,3230,2011
"Mariestad",1,23732,2011
"Mark",0,33791,2011
"Markaryd",0,9513,2011
"Mellerud",1,9068,2011
"Mjölby",0,26073,2011
"Mora",0,20107,2011
"Motala",1,41828,2011
"Mullsjö",0,7034,2011
"Munkedal",0,10223,2011
"Munkfors",0,3702,2011
"Mölndal",1,61337,2011
"Mönsterås",1,12853,2011
"Mörbylånga",1,14138,2011
"Nacka",1,91616,2011
"Nora",0,10429,2011
"Norberg",0,5725,2011
"Nordanstig",0,9533,2011
"Nordmaling",0,7048,2011
"Norrköping",2,130623,2011
"Norrtälje",3,56245,2011
"Norsjö",0,4237,2011
"Nybro",0,19636,2011
"Nykvarn",0,9331,2011
"Nyköping",1,51896,2011
"Nynäshamn",0,26248,2011
"Nässjö",2,29367,2011
"Ockelbo",0,5907,2011
"Olofström",0,12876,2011
"Orsa",0,6867,2011
"Orust",0,15129,2011
"Osby",1,12699,2011
"Oskarshamn",0,26166,2011
"Ovanåker",1,11404,2011
"Oxelösund",1,11250,2011
"Pajala",0,6270,2011
"Partille",0,35518,2011
"Perstorp",1,7159,2011
"Piteå",1,40942,2011
"Ragunda",0,5501,2011
"Robertsfors",0,6762,2011
"Ronneby",0,27910,2011
"Rättvik",0,10859,2011
"Sala",0,21568,2011
"Salem",0,15694,2011
"Sandviken",0,36995,2011
"Sigtuna",1,41329,2011
"Simrishamn",0,19147,2011
"Sjöbo",0,18143,2011
"Skara",0,18220,2011
"Skellefteå",2,71580,2011
"Skinnskatteberg",0,4412,2011
"Skurup",0,14946,2011
"Skövde",0,51761,2011
"Smedjebacken",0,10662,2011
"Sollefteå",0,19964,2011
"Sollentuna",1,65891,2011
"Solna",0,69946,2011
"Sorsele",0,2729,2011
"Sotenäs",0,9007,2011
"Staffanstorp",0,22296,2011
"Stenungsund",0,24601,2011
"Stockholm",7,864324,2011
"Storfors",0,4218,2011
"Storuman",0,6026,2011
"Strängnäs",0,32687,2011
"Strömstad",1,12010,2011
"Strömsund",0,12171,2011
"Sundbyberg",0,39539,2011
"Sundsvall",2,96113,2011
"Sunne",0,13142,2011
"Surahammar",0,9871,2011
"Svalöv",1,13250,2011
"Svedala",0,19805,2011
"Svenljunga",0,10282,2011
"Säffle",0,15394,2011
"Säter",0,10861,2011
"Sävsjö",0,10871,2011
"Söderhamn",1,25334,2011
"Söderköping",0,14043,2011
"Södertälje",3,87685,2011
"Sölvesborg",0,16793,2011
"Tanum",0,12320,2011
"Tibro",0,10625,2011
"Tidaholm",0,12569,2011
"Tierp",0,20077,2011
"Timrå",0,18026,2011
"Tingsryd",0,12235,2011
"Tjörn",0,14959,2011
"Tomelilla",1,12930,2011
"Torsby",0,12312,2011
"Torsås",0,6886,2011
"Tranemo",0,11606,2011
"Tranås",0,18108,2011
"Trelleborg",0,42542,2011
"Trollhättan",0,55499,2011
"Trosa",0,11493,2011
"Tyresö",0,43328,2011
"Täby",0,64558,2011
"Töreboda",0,9063,2011
"Uddevalla",1,52156,2011
"Ulricehamn",0,22996,2011
"Umeå",0,116465,2011
"Upplands-Bro",0,23984,2011
"Upplands Väsby",0,40194,2011
"Uppsala",3,200001,2011
"Uppvidinge",0,9216,2011
"Vadstena",0,7317,2011
"Vaggeryd",1,13160,2011
"Valdemarsvik",0,7662,2011
"Vallentuna",1,30715,2011
"Vansbro",0,6818,2011
"Vara",0,15694,2011
"Varberg",0,58576,2011
"Vaxholm",0,11141,2011
"Vellinge",0,33510,2011
"Vetlanda",0,26302,2011
"Vilhelmina",0,7048,2011
"Vimmerby",1,15397,2011
"Vindeln",0,5434,2011
"Vingåker",0,8824,2011
"Vårgårda",0,10994,2011
"Vänersborg",0,36962,2011
"Vännäs",0,8465,2011
"Värmdö",0,38894,2011
"Värnamo",2,32934,2011
"Västervik",0,36015,2011
"Västerås",2,138709,2011
"Växjö",3,83710,2011
"Ydre",0,3666,2011
"Ystad",1,28427,2011
"Åmål",0,12226,2011
"Ånge",1,9839,2011
"Åre",0,10259,2011
"Årjäng",0,9827,2011
"Åsele",0,3007,2011
"Åstorp",0,14789,2011
"Åtvidaberg",0,11517,2011
"Älmhult",0,15629,2011
"Älvdalen",0,7184,2011
"Älvkarleby",0,9089,2011
"Älvsbyn",0,8253,2011
"Ängelholm",2,39626,2011
"Öckerö",0,12487,2011
"Ödeshög",0,5245,2011
"Örebro",1,137121,2011
"Örkelljunga",1,9663,2011
"Örnsköldsvik",1,54930,2011
"Östersund",0,59373,2011
"Österåker",1,39792,2011
"Östhammar",2,21387,2011
"Östra Göinge",0,13603,2011
"Överkalix",0,3549,2011
"Övertorneå",0,4810,2011
"Ale",0,27842,2012
"Alingsås",0,38355,2012
"Alvesta",0,19034,2012
"Aneby",0,6407,2012
"Arboga",0,13353,2012
"Arjeplog",0,3054,2012
"Arvidsjaur",0,6467,2012
"Arvika",0,25829,2012
"Askersund",0,11011,2012
"Avesta",0,21467,2012
"Bengtsfors",0,9588,2012
"Berg",0,7215,2012
"Bjurholm",0,2421,2012
"Bjuv",3,14866,2012
"Boden",0,27598,2012
"Bollebygd",0,8507,2012
"Bollnäs",0,26158,2012
"Borgholm",0,10768,2012
"Borlänge",1,49482,2012
"Borås",3,104867,2012
"Botkyrka",2,86274,2012
"Boxholm",0,5206,2012
"Bromölla",0,12250,2012
"Bräcke",0,6655,2012
"Burlöv",2,17011,2012
"Båstad",0,14263,2012
"Dals-Ed",0,4665,2012
"Danderyd",0,31960,2012
"Degerfors",0,9477,2012
"Dorotea",0,2794,2012
"Eda",0,8496,2012
"Ekerö",0,26160,2012
"Eksjö",0,16368,2012
"Emmaboda",0,8991,2012
"Enköping",1,40349,2012
"Eskilstuna",0,98765,2012
"Eslöv",0,31744,2012
"Essunga",0,5502,2012
"Fagersta",0,12634,2012
"Falkenberg",2,41423,2012
"Falköping",1,31689,2012
"Falun",1,56432,2012
"Filipstad",0,10549,2012
"Finspång",0,20791,2012
"Flen",0,16019,2012
"Forshaga",0,11311,2012
"Färgelanda",0,6549,2012
"Gagnef",0,10012,2012
"Gislaved",0,28732,2012
"Gnesta",0,10442,2012
"Gnosjö",0,9354,2012
"Gotland",1,57241,2012
"Grums",0,8939,2012
"Grästorp",0,5639,2012
"Gullspång",0,5221,2012
"Gällivare",0,18307,2012
"Gävle",2,96170,2012
"Göteborg",25,526089,2012
"Götene",0,13092,2012
"Habo",0,10879,2012
"Hagfors",0,12170,2012
"Hallsberg",0,15283,2012
"Hallstahammar",1,15346,2012
"Halmstad",2,93231,2012
"Hammarö",0,15061,2012
"Haninge",0,79430,2012
"Haparanda",0,9904,2012
"Heby",0,13364,2012
"Hedemora",0,15064,2012
"Helsingborg",7,132011,2012
"Herrljunga",0,9282,2012
"Hjo",0,8832,2012
"Hofors",0,9521,2012
"Huddinge",0,101010,2012
"Hudiksvall",0,36821,2012
"Hultsfred",0,13550,2012
"Hylte",0,10032,2012
"Håbo",0,19883,2012
"Hällefors",0,6988,2012
"Härjedalen",0,10246,2012
"Härnösand",1,24398,2012
"Härryda",0,35223,2012
"Hässleholm",1,50163,2012
"Höganäs",0,24863,2012
"Högsby",0,5730,2012
"Hörby",0,14958,2012
"Höör",0,15526,2012
"Jokkmokk",0,5086,2012
"Järfälla",1,68210,2012
"Jönköping",3,129478,2012
"Kalix",1,16518,2012
"Kalmar",0,63671,2012
"Karlsborg",0,6699,2012
"Karlshamn",0,31132,2012
"Karlskoga",0,29631,2012
"Karlskrona",1,63691,2012
"Karlstad",0,86929,2012
"Katrineholm",0,32549,2012
"Kil",0,11782,2012
"Kinda",0,9744,2012
"Kiruna",0,22972,2012
"Klippan",0,16660,2012
"Knivsta",0,15279,2012
"Kramfors",0,18516,2012
"Kristianstad",0,80507,2012
"Kristinehamn",1,23729,2012
"Krokom",0,14590,2012
"Kumla",3,20738,2012
"Kungsbacka",2,76786,2012
"Kungsör",0,8030,2012
"Kungälv",2,41753,2012
"Kävlinge",2,29427,2012
"Köping",2,24854,2012
"Laholm",1,23458,2012
"Landskrona",2,42560,2012
"Laxå",0,5552,2012
"Lekeberg",0,7298,2012
"Leksand",0,15146,2012
"Lerum",0,39070,2012
"Lessebo",0,8012,2012
"Lidingö",0,44434,2012
"Lidköping",0,38254,2012
"Lilla Edet",0,12580,2012
"Lindesberg",1,22979,2012
"Linköping",5,148521,2012
"Ljungby",0,27423,2012
"Ljusdal",0,18880,2012
"Ljusnarsberg",0,4848,2012
"Lomma",0,22298,2012
"Ludvika",0,25639,2012
"Luleå",1,74905,2012
"Lund",3,112950,2012
"Lycksele",0,12351,2012
"Lysekil",0,14396,2012
"Malmö",14,307758,2012
"Malung-Sälen",0,10178,2012
"Malå",0,3196,2012
"Mariestad",0,23739,2012
"Mark",0,33763,2012
"Markaryd",0,9477,2012
"Mellerud",0,8946,2012
"Mjölby",1,26195,2012
"Mora",0,20082,2012
"Motala",1,41867,2012
"Mullsjö",0,7070,2012
"Munkedal",0,10173,2012
"Munkfors",0,3642,2012
"Mölndal",1,61659,2012
"Mönsterås",0,12799,2012
"Mörbylånga",0,14256,2012
"Nacka",0,92873,2012
"Nora",0,10356,2012
"Norberg",0,5630,2012
"Nordanstig",0,9533,2012
"Nordmaling",0,7039,2012
"Norrköping",6,132124,2012
"Norrtälje",2,56634,2012
"Norsjö",0,4172,2012
"Nybro",0,19486,2012
"Nykvarn",0,9442,2012
"Nyköping",0,52336,2012
"Nynäshamn",1,26572,2012
"Nässjö",0,29382,2012
"Ockelbo",0,5850,2012
"Olofström",0,12896,2012
"Orsa",0,6835,2012
"Orust",0,15083,2012
"Osby",0,12637,2012
"Oskarshamn",0,26144,2012
"Ovanåker",0,11392,2012
"Oxelösund",0,11236,2012
"Pajala",0,6279,2012
"Partille",0,35837,2012
"Perstorp",0,7096,2012
"Piteå",0,41078,2012
"Ragunda",0,5466,2012
"Robertsfors",0,6717,2012
"Ronneby",0,27788,2012
"Rättvik",0,10799,2012
"Sala",0,21596,2012
"Salem",0,15881,2012
"Sandviken",0,37089,2012
"Sigtuna",2,42272,2012
"Simrishamn",0,18997,2012
"Sjöbo",0,18290,2012
"Skara",0,18281,2012
"Skellefteå",1,71774,2012
"Skinnskatteberg",0,4392,2012
"Skurup",0,14955,2012
"Skövde",0,52212,2012
"Smedjebacken",0,10650,2012
"Sollefteå",1,19736,2012
"Sollentuna",0,66859,2012
"Solna",3,71293,2012
"Sorsele",0,2673,2012
"Sotenäs",0,9004,2012
"Staffanstorp",0,22534,2012
"Stenungsund",0,24868,2012
"Stockholm",12,881235,2012
"Storfors",0,4150,2012
"Storuman",0,6006,2012
"Strängnäs",2,33072,2012
"Strömstad",1,12295,2012
"Strömsund",0,12138,2012
"Sundbyberg",1,40793,2012
"Sundsvall",0,96687,2012
"Sunne",0,13102,2012
"Surahammar",0,9890,2012
"Svalöv",0,13275,2012
"Svedala",1,19971,2012
"Svenljunga",0,10239,2012
"Säffle",0,15308,2012
"Säter",0,10851,2012
"Sävsjö",1,10844,2012
"Söderhamn",0,25223,2012
"Söderköping",0,14143,2012
"Södertälje",0,89473,2012
"Sölvesborg",0,16808,2012
"Tanum",0,12270,2012
"Tibro",0,10673,2012
"Tidaholm",0,12556,2012
"Tierp",0,20156,2012
"Timrå",1,17997,2012
"Tingsryd",0,12141,2012
"Tjörn",0,14974,2012
"Tomelilla",1,12917,2012
"Torsby",0,12219,2012
"Torsås",0,6858,2012
"Tranemo",0,11573,2012
"Tranås",0,18145,2012
"Trelleborg",0,42605,2012
"Trollhättan",1,55749,2012
"Trosa",0,11529,2012
"Tyresö",0,43764,2012
"Täby",1,65364,2012
"Töreboda",0,9009,2012
"Uddevalla",0,52530,2012
"Ulricehamn",0,23015,2012
"Umeå",0,117294,2012
"Upplands-Bro",0,24353,2012
"Upplands Väsby",0,40723,2012
"Uppsala",3,202625,2012
"Uppvidinge",0,9276,2012
"Vadstena",0,7338,2012
"Vaggeryd",1,13148,2012
"Valdemarsvik",0,7597,2012
"Vallentuna",0,31215,2012
"Vansbro",0,6779,2012
"Vara",0,15557,2012
"Varberg",0,59186,2012
"Vaxholm",0,11126,2012
"Vellinge",0,33615,2012
"Vetlanda",0,26297,2012
"Vilhelmina",0,6941,2012
"Vimmerby",0,15403,2012
"Vindeln",0,5359,2012
"Vingåker",0,8775,2012
"Vårgårda",0,11030,2012
"Vänersborg",0,36968,2012
"Vännäs",0,8522,2012
"Värmdö",0,39387,2012
"Värnamo",1,33012,2012
"Västervik",0,35892,2012
"Västerås",6,140499,2012
"Växjö",2,84800,2012
"Ydre",0,3612,2012
"Ystad",0,28558,2012
"Åmål",0,12211,2012
"Ånge",0,9639,2012
"Åre",0,10406,2012
"Årjäng",0,9864,2012
"Åsele",0,2958,2012
"Åstorp",0,14806,2012
"Åtvidaberg",0,11446,2012
"Älmhult",0,15724,2012
"Älvdalen",0,7139,2012
"Älvkarleby",0,9059,2012
"Älvsbyn",0,8200,2012
"Ängelholm",0,39742,2012
"Öckerö",0,12539,2012
"Ödeshög",0,5200,2012
"Örebro",5,138952,2012
"Örkelljunga",0,9655,2012
"Örnsköldsvik",0,55008,2012
"Östersund",0,59485,2012
"Österåker",0,40269,2012
"Östhammar",0,21262,2012
"Östra Göinge",0,13620,2012
"Överkalix",0,3497,2012
"Övertorneå",1,4772,2012
"Ale",1,28074,2013
"Alingsås",0,38619,2013
"Alvesta",1,19280,2013
"Aneby",0,6375,2013
"Arboga",0,13493,2013
"Arjeplog",0,2980,2013
"Arvidsjaur",0,6471,2013
"Arvika",0,25817,2013
"Askersund",0,11096,2013
"Avesta",0,21582,2013
"Bengtsfors",1,9550,2013
"Berg",0,7160,2013
"Bjurholm",0,2436,2013
"Bjuv",0,14801,2013
"Boden",0,27838,2013
"Bollebygd",0,8562,2013
"Bollnäs",0,26141,2013
"Borgholm",0,10619,2013
"Borlänge",4,50023,2013
"Borås",6,105995,2013
"Botkyrka",4,87580,2013
"Boxholm",0,5278,2013
"Bromölla",0,12336,2013
"Bräcke",0,6559,2013
"Burlöv",1,17114,2013
"Båstad",1,14275,2013
"Dals-Ed",0,4740,2013
"Danderyd",0,32222,2013
"Degerfors",1,9500,2013
"Dorotea",0,2757,2013
"Eda",0,8426,2013
"Ekerö",0,26355,2013
"Eksjö",0,16464,2013
"Emmaboda",0,8964,2013
"Enköping",0,40656,2013
"Eskilstuna",2,99729,2013
"Eslöv",0,31920,2013
"Essunga",0,5494,2013
"Fagersta",0,12872,2013
"Falkenberg",1,41912,2013
"Falköping",0,31988,2013
"Falun",0,56767,2013
"Filipstad",0,10563,2013
"Finspång",0,20903,2013
"Flen",0,16156,2013
"Forshaga",0,11292,2013
"Färgelanda",0,6520,2013
"Gagnef",0,10023,2013
"Gislaved",0,28713,2013
"Gnesta",0,10409,2013
"Gnosjö",0,9406,2013
"Gotland",1,57161,2013
"Grums",0,8925,2013
"Grästorp",0,5641,2013
"Gullspång",0,5185,2013
"Gällivare",0,18339,2013
"Gävle",2,97236,2013
"Göteborg",21,533271,2013
"Götene",0,13028,2013
"Habo",0,10975,2013
"Hagfors",0,12071,2013
"Hallsberg",1,15267,2013
"Hallstahammar",1,15524,2013
"Halmstad",5,94084,2013
"Hammarö",0,15136,2013
"Haninge",1,80932,2013
"Haparanda",1,9886,2013
"Heby",0,13450,2013
"Hedemora",0,15021,2013
"Helsingborg",2,132989,2013
"Herrljunga",0,9274,2013
"Hjo",0,8805,2013
"Hofors",0,9511,2013
"Huddinge",1,102557,2013
"Hudiksvall",0,36829,2013
"Hultsfred",0,13635,2013
"Hylte",0,10001,2013
"Håbo",0,19968,2013
"Hällefors",0,6982,2013
"Härjedalen",0,10281,2013
"Härnösand",0,24509,2013
"Härryda",0,35732,2013
"Hässleholm",3,50227,2013
"Höganäs",0,25084,2013
"Högsby",0,5718,2013
"Hörby",1,14917,2013
"Höör",1,15637,2013
"Jokkmokk",0,5066,2013
"Järfälla",5,69167,2013
"Jönköping",5,130798,2013
"Kalix",1,16387,2013
"Kalmar",2,63887,2013
"Karlsborg",0,6757,2013
"Karlshamn",0,31272,2013
"Karlskoga",0,29728,2013
"Karlskrona",2,63912,2013
"Karlstad",3,87786,2013
"Katrineholm",0,32930,2013
"Kil",0,11810,2013
"Kinda",0,9802,2013
"Kiruna",0,23196,2013
"Klippan",1,16715,2013
"Knivsta",0,15580,2013
"Kramfors",0,18450,2013
"Kristianstad",1,81009,2013
"Kristinehamn",0,23949,2013
"Krokom",0,14643,2013
"Kumla",1,20904,2013
"Kungsbacka",0,77390,2013
"Kungsör",0,8175,2013
"Kungälv",0,42109,2013
"Kävlinge",0,29600,2013
"Köping",2,25237,2013
"Laholm",0,23517,2013
"Landskrona",3,43073,2013
"Laxå",0,5580,2013
"Lekeberg",0,7289,2013
"Leksand",0,15157,2013
"Lerum",0,39319,2013
"Lessebo",0,8059,2013
"Lidingö",0,45178,2013
"Lidköping",0,38414,2013
"Lilla Edet",0,12829,2013
"Lindesberg",0,23176,2013
"Linköping",11,150202,2013
"Ljungby",1,27277,2013
"Ljusdal",0,18931,2013
"Ljusnarsberg",0,4875,2013
"Lomma",0,22496,2013
"Ludvika",1,25712,2013
"Luleå",1,75383,2013
"Lund",0,114291,2013
"Lycksele",0,12270,2013
"Lysekil",0,14369,2013
"Malmö",6,312994,2013
"Malung-Sälen",0,10061,2013
"Malå",0,3155,2013
"Mariestad",0,23870,2013
"Mark",1,33753,2013
"Markaryd",0,9515,2013
"Mellerud",0,8892,2013
"Mjölby",0,26313,2013
"Mora",0,19998,2013
"Motala",0,42187,2013
"Mullsjö",0,7039,2013
"Munkedal",0,10205,2013
"Munkfors",0,3656,2013
"Mölndal",2,61978,2013
"Mönsterås",0,12949,2013
"Mörbylånga",0,14368,2013
"Nacka",1,94423,2013
"Nora",0,10399,2013
"Norberg",1,5608,2013
"Nordanstig",0,9491,2013
"Nordmaling",0,7006,2013
"Norrköping",4,133749,2013
"Norrtälje",0,56845,2013
"Norsjö",0,4175,2013
"Nybro",0,19489,2013
"Nykvarn",0,9523,2013
"Nyköping",1,53038,2013
"Nynäshamn",1,26796,2013
"Nässjö",0,29516,2013
"Ockelbo",0,5785,2013
"Olofström",0,12902,2013
"Orsa",0,6849,2013
"Orust",0,15036,2013
"Osby",0,12713,2013
"Oskarshamn",0,26212,2013
"Ovanåker",0,11354,2013
"Oxelösund",0,11403,2013
"Pajala",0,6299,2013
"Partille",0,36147,2013
"Perstorp",0,7139,2013
"Piteå",0,41278,2013
"Ragunda",0,5458,2013
"Robertsfors",0,6738,2013
"Ronneby",0,27871,2013
"Rättvik",0,10766,2013
"Sala",0,21769,2013
"Salem",1,16001,2013
"Sandviken",3,37250,2013
"Sigtuna",1,43372,2013
"Simrishamn",0,18951,2013
"Sjöbo",0,18401,2013
"Skara",0,18580,2013
"Skellefteå",0,71988,2013
"Skinnskatteberg",0,4411,2013
"Skurup",0,15025,2013
"Skövde",0,52859,2013
"Smedjebacken",0,10691,2013
"Sollefteå",2,19623,2013
"Sollentuna",2,68145,2013
"Solna",2,72740,2013
"Sorsele",0,2595,2013
"Sotenäs",0,8928,2013
"Staffanstorp",1,22672,2013
"Stenungsund",0,24932,2013
"Stockholm",12,897700,2013
"Storfors",0,4131,2013
"Storuman",0,5954,2013
"Strängnäs",2,33389,2013
"Strömstad",0,12480,2013
"Strömsund",0,11984,2013
"Sundbyberg",2,42626,2013
"Sundsvall",1,96978,2013
"Sunne",0,13011,2013
"Surahammar",0,9834,2013
"Svalöv",0,13332,2013
"Svedala",2,20067,2013
"Svenljunga",0,10299,2013
"Säffle",0,15276,2013
"Säter",0,10873,2013
"Sävsjö",1,10969,2013
"Söderhamn",0,25442,2013
"Söderköping",0,14195,2013
"Södertälje",1,91072,2013
"Sölvesborg",0,16800,2013
"Tanum",0,12303,2013
"Tibro",0,10754,2013
"Tidaholm",0,12565,2013
"Tierp",0,20144,2013
"Timrå",0,18062,2013
"Tingsryd",0,12156,2013
"Tjörn",0,15050,2013
"Tomelilla",0,12891,2013
"Torsby",0,12013,2013
"Torsås",0,6879,2013
"Tranemo",0,11531,2013
"Tranås",0,18197,2013
"Trelleborg",0,42837,2013
"Trollhättan",2,56573,2013
"Trosa",0,11680,2013
"Tyresö",0,44281,2013
"Täby",1,66292,2013
"Töreboda",0,8992,2013
"Uddevalla",2,53025,2013
"Ulricehamn",1,23211,2013
"Umeå",0,118349,2013
"Upplands-Bro",0,24703,2013
"Upplands Väsby",1,41449,2013
"Uppsala",7,205199,2013
"Uppvidinge",0,9288,2013
"Vadstena",0,7383,2013
"Vaggeryd",0,13209,2013
"Valdemarsvik",0,7585,2013
"Vallentuna",0,31616,2013
"Vansbro",0,6730,2013
"Vara",0,15609,2013
"Varberg",1,59936,2013
"Vaxholm",0,11188,2013
"Vellinge",0,33807,2013
"Vetlanda",1,26419,2013
"Vilhelmina",0,6887,2013
"Vimmerby",0,15287,2013
"Vindeln",0,5344,2013
"Vingåker",0,8835,2013
"Vårgårda",0,11065,2013
"Vänersborg",0,37369,2013
"Vännäs",0,8583,2013
"Värmdö",0,39784,2013
"Värnamo",0,33155,2013
"Västervik",0,35867,2013
"Västerås",1,142131,2013
"Växjö",1,85822,2013
"Ydre",0,3617,2013
"Ystad",0,28623,2013
"Åmål",1,12229,2013
"Ånge",0,9548,2013
"Åre",0,10420,2013
"Årjäng",0,9953,2013
"Åsele",0,2875,2013
"Åstorp",0,14927,2013
"Åtvidaberg",0,11460,2013
"Älmhult",3,15759,2013
"Älvdalen",0,7096,2013
"Älvkarleby",0,9132,2013
"Älvsbyn",0,8168,2013
"Ängelholm",0,39866,2013
"Öckerö",1,12574,2013
"Ödeshög",0,5174,2013
"Örebro",7,140599,2013
"Örkelljunga",0,9653,2013
"Örnsköldsvik",0,54986,2013
"Östersund",1,59956,2013
"Österåker",0,40495,2013
"Östhammar",0,21352,2013
"Östra Göinge",0,13687,2013
"Överkalix",0,3436,2013
"Övertorneå",0,4709,2013
"Ale",0,28423,2014
"Alingsås",0,39188,2014
"Alvesta",1,19503,2014
"Aneby",0,6426,2014
"Arboga",1,13631,2014
"Arjeplog",0,2907,2014
"Arvidsjaur",0,6484,2014
"Arvika",0,25771,2014
